"Key","Item Type","Publication Year","Author","Title","Publication Title","ISBN","ISSN","DOI","Url","Abstract Note","Date","Date Added","Date Modified","Access Date","Pages","Num Pages","Issue","Volume","Number Of Volumes","Journal Abbreviation","Short Title","Series","Series Number","Series Text","Series Title","Publisher","Place","Language","Rights","Type","Archive","Archive Location","Library Catalog","Call Number","Extra","Notes","File Attachments","Link Attachments","Manual Tags","Automatic Tags","Editor","Series Editor","Translator","Contributor","Attorney Agent","Book Author","Cast Member","Commenter","Composer","Cosponsor","Counsel","Interviewer","Producer","Recipient","Reviewed Author","Scriptwriter","Words By","Guest","Number","Edition","Running Time","Scale","Medium","Artwork Size","Filing Date","Application Number","Assignee","Issuing Authority","Country","Meeting Name","Conference Name","Court","References","Reporter","Legal Status","Priority Numbers","Programming Language","Version","System","Code","Code Number","Section","Session","Committee","History","Legislative Body"
"5DEXIW57","journalArticle","2018","Budylin, Roman; Drutsa, Alexey; Gusev, Gleb; Serdyukov, Pavel; Yashkov, Igor","Online evaluation for effective web service development","arXiv preprint arXiv:1809.00661","","","","","","2018","2021-01-19 09:17:06","2021-01-19 09:17:06","","","","","","","","","","","","","","","","","","","","Google Scholar","","","","C:\Users\wouterkok\Zotero\storage\4X9HYH29\Budylin et al. - 2018 - Online evaluation for effective web service develo.pdf; C:\Users\wouterkok\Zotero\storage\S3CXQNV3\1809.html","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"AEP8R28L","conferencePaper","2019","Yoneda, Takeshi; Kozawa, Shunsuke; Osone, Keisuke; Koide, Yukinori; Abe, Yosuke; Seki, Yoshifumi","Algorithms and System Architecture for Immediate Personalized News Recommendations","IEEE/WIC/ACM International Conference on Web Intelligence","","","","","","2019","2021-01-19 09:17:06","2021-01-19 09:17:06","","124–131","","","","","","","","","","","","","","","","","","Google Scholar","","","","C:\Users\wouterkok\Zotero\storage\H7BE7CAU\Yoneda et al. - 2019 - Algorithms and System Architecture for Immediate P.pdf; C:\Users\wouterkok\Zotero\storage\PU7GNVPY\3350546.html","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"FZBCC94T","conferencePaper","2018","Gupta, Somit; Ulanova, Lucy; Bhardwaj, Sumit; Dmitriev, Pavel; Raff, Paul; Fabijan, Aleksander","The anatomy of a large-scale experimentation platform","2018 IEEE International Conference on Software Architecture (ICSA)","","","","","","2018","2021-01-19 09:17:06","2021-01-19 09:17:06","","1–109","","","","","","","","","","","IEEE","","","","","","","Google Scholar","","","","C:\Users\wouterkok\Zotero\storage\DFR3A723\Gupta et al. - 2018 - The anatomy of a large-scale experimentation platf.pdf; C:\Users\wouterkok\Zotero\storage\MKLXG48J\8417111.html","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"IG32EMJN","conferencePaper","2014","Tamburrelli, Giordano; Margara, Alessandro","Towards automated A/B testing","International Symposium on Search Based Software Engineering","","","","","","2014","2021-01-19 09:17:06","2021-01-19 09:17:06","","184–198","","","","","","","","","","","Springer","","","","","","","Google Scholar","","","","C:\Users\wouterkok\Zotero\storage\6URDNB3X\Tamburrelli and Margara - 2014 - Towards automated AB testing.pdf; C:\Users\wouterkok\Zotero\storage\PQMPG2GH\978-3-319-09940-8_13.html","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"KX63GUQY","conferencePaper","2013","Ugander, Johan; Karrer, Brian; Backstrom, Lars; Kleinberg, Jon","Graph cluster randomization: Network exposure to multiple universes","Proceedings of the 19th ACM SIGKDD international conference on Knowledge discovery and data mining","","","","","","2013","2021-01-19 09:17:06","2021-01-19 09:17:06","","329–337","","","","","","Graph cluster randomization","","","","","","","","","","","","Google Scholar","","","","C:\Users\wouterkok\Zotero\storage\VMK5LDI5\Ugander et al. - 2013 - Graph cluster randomization Network exposure to m.pdf; C:\Users\wouterkok\Zotero\storage\SKFQGPK4\2487575.html","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"D2KM87R2","journalArticle","2019","Carroll, Ryall; Casselman, R. Mitch","The Lean Discovery Process: the case of raiserve","Journal of Small Business and Enterprise Development","","","","","","2019","2021-01-19 09:17:06","2021-01-19 09:17:06","","","","","","","","The Lean Discovery Process","","","","","","","","","","","","Google Scholar","","Publisher: Emerald Publishing Limited","","C:\Users\wouterkok\Zotero\storage\RLBZ6TFG\html.html","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"LT78HIPI","journalArticle","2020","Wang, Weinan; Zhang, Xi","CONQ: CONtinuous Quantile Treatment Effects for Large-Scale Online Controlled Experiments","arXiv preprint arXiv:2010.15326","","","","","","2020","2021-01-19 09:17:06","2021-01-19 09:17:06","","","","","","","","CONQ","","","","","","","","","","","","Google Scholar","","","","C:\Users\wouterkok\Zotero\storage\49FXR92P\Wang and Zhang - 2020 - CONQ CONtinuous Quantile Treatment Effects for La.pdf; C:\Users\wouterkok\Zotero\storage\22DSQMUE\2010.html","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"FICNHSS3","journalArticle","2021","Germine, Laura; Strong, Roger W.; Singh, Shifali; Sliwinski, Martin J.","Toward dynamic phenotypes and the scalable measurement of human behavior","Neuropsychopharmacology","","","","","","2021","2021-01-19 09:17:06","2021-01-19 09:17:06","","209–216","","1","46","","","","","","","","","","","","","","","Google Scholar","","Publisher: Nature Publishing Group","","C:\Users\wouterkok\Zotero\storage\G5JLLK87\s41386-020-0757-1.html","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"4IVP8HGN","conferencePaper","2019","Bayir, Murat Ali; Xu, Mingsen; Zhu, Yaojia; Shi, Yifan","Genie: An open box counterfactual policy estimator for optimizing sponsored search marketplace","Proceedings of the Twelfth ACM International Conference on Web Search and Data Mining","","","","","","2019","2021-01-19 09:17:06","2021-01-19 09:17:06","","465–473","","","","","","Genie","","","","","","","","","","","","Google Scholar","","","","C:\Users\wouterkok\Zotero\storage\GQXL45LK\Bayir et al. - 2019 - Genie An open box counterfactual policy estimator.pdf; C:\Users\wouterkok\Zotero\storage\KGYATKK6\3289600.html","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"K88Y549F","conferencePaper","2020","Xia, Yan; Sun, Yu; Wang, Tian; Caicedo Carvajal, Juan; Fan, Jinliang; Mangipudi, Bhargav; Huang, Lisa; Saraf, Yatharth","Relevance Ranking for Real-Time Tweet Search","Proceedings of the 29th ACM International Conference on Information & Knowledge Management","","","","","","2020","2021-01-19 09:18:50","2021-01-19 09:18:50","","2829–2836","","","","","","","","","","","","","","","","","","Google Scholar","","","","C:\Users\wouterkok\Zotero\storage\58GSD8SM\3340531.html","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"YAQTLRX6","journalArticle","2018","Golyaev, Konstantin","Randomization in Online Experiments","Jahrbücher für Nationalökonomie und Statistik","","","","","","2018","2021-01-19 09:18:50","2021-01-19 09:18:50","","223–241","","3-4","238","","","","","","","","","","","","","","","Google Scholar","","Publisher: De Gruyter Oldenbourg","","C:\Users\wouterkok\Zotero\storage\7CF62SX4\article-p223.html","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"5D5LNP2X","journalArticle","2020","Esteller-Cucala, Maria; Fernandez, Vicenc; Villuendas, Diego","Evaluating Personalization: The AB Testing Pitfalls Companies Might Not Be Aware of—A Spotlight on the Automotive Sector Websites","Frontiers in Artificial Intelligence","","","","","","2020","2021-01-19 09:18:50","2021-01-19 09:18:50","","20","","","3","","","Evaluating Personalization","","","","","","","","","","","","Google Scholar","","Publisher: Frontiers","","C:\Users\wouterkok\Zotero\storage\C2ZTHZKD\full.html","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ZKGBZ29R","journalArticle","","Golyaev, Konstantin","Randomization in Online Experiments Randomisierung im Online Experimente","","","","","","","","2021-01-19 09:18:50","2021-01-19 09:18:50","","","","","","","","","","","","","","","","","","","","Google Scholar","","","","C:\Users\wouterkok\Zotero\storage\7RRT8QQX\Golyaev - Randomization in Online Experiments Randomisierung.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"F9RYRK94","conferencePaper","2015","Nikolaev, Kirill; Drutsa, Alexey; Gladkikh, Ekaterina; Ulianov, Alexander; Gusev, Gleb; Serdyukov, Pavel","Extreme states distribution decomposition method for search engine online evaluation","Proceedings of the 21th ACM SIGKDD International Conference on Knowledge Discovery and Data Mining","","","","","","2015","2021-01-19 09:18:50","2021-01-19 09:18:50","","845–854","","","","","","","","","","","","","","","","","","Google Scholar","","","","C:\Users\wouterkok\Zotero\storage\SFE9JZRY\Nikolaev et al. - 2015 - Extreme states distribution decomposition method f.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"FDGDXMYX","conferencePaper","2019","Esteller-Cucala, Maria; Fernandez, Vicenc; Villuendas, Diego","Experimentation pitfalls to avoid in A/B testing for online personalization","Adjunct Publication of the 27th Conference on User Modeling, Adaptation and Personalization","","","","","","2019","2021-01-19 09:18:50","2021-01-19 09:18:50","","153–159","","","","","","","","","","","","","","","","","","Google Scholar","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"35EAXHDJ","book","2019","Newall, Philip WS","Dark nudges in gambling","","","","","","","2019","2021-01-19 09:18:50","2021-01-19 09:18:50","","","","","","","","","","","","","Taylor & Francis","","","","","","","Google Scholar","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"X3HYSHQR","journalArticle","2009","Kohavi, Ron; Longbotham, Roger; Sommerfield, Dan; Henne, Randal M.","Controlled experiments on the web: survey and practical guide","Data mining and knowledge discovery","","","","","","2009","2021-01-19 09:18:50","2021-01-19 09:18:50","","140–181","","1","18","","","Controlled experiments on the web","","","","","","","","","","","","Google Scholar","","Publisher: Springer","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"LNET3J9S","conferencePaper","2019","Ju, Nianqiao; Hu, Diane; Henderson, Adam; Hong, Liangjie","A sequential test for selecting the better variant: Online a/b testing, adaptive allocation, and continuous monitoring","Proceedings of the Twelfth ACM International Conference on Web Search and Data Mining","","","","","","2019","2021-01-19 09:18:50","2021-01-19 09:18:50","","492–500","","","","","","A sequential test for selecting the better variant","","","","","","","","","","","","Google Scholar","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Z6FHJKMB","conferencePaper","2020","Nie, Keyu; Kong, Yinfei; Yuan, Ted Tao; Burke, Pauline Berry","Dealing with Ratio Metrics in A/B Testing at the Presence of Intra-user Correlation and Segments","International Conference on Web Information Systems Engineering","","","","","","2020","2021-01-19 09:18:50","2021-01-19 09:18:50","","563–577","","","","","","","","","","","Springer","","","","","","","Google Scholar","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"MDUZCLDP","journalArticle","2020","Sadeghi, Soheil; Chien, Peter; Arora, Neeraj","Sliced designs for multi-platform online experiments","Technometrics","","","","","","2020","2021-01-19 09:21:09","2021-01-19 09:21:09","","387–402","","3","62","","","","","","","","","","","","","","","Google Scholar","","Publisher: Taylor & Francis","","C:\Users\wouterkok\Zotero\storage\Q69DQAAD\Sadeghi et al. - 2020 - Sliced designs for multi-platform online experimen.pdf; C:\Users\wouterkok\Zotero\storage\MS2XXYUU\00401706.2019.html","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PJZCPBCM","journalArticle","2019","Syahidi, Aulia Akhrian; Tolle, Herman; Supianto, Ahmad Afif; Hirashima, Tsukasa","TOLSYASUPI-EduMed: Development of Educational Media Using the Problem-Posing Learning Model for Basic Programming Subjects","Journal of Information Technology and Computer Science","","","","","","2019","2021-01-19 09:21:09","2021-01-19 09:21:09","","137–155","","2","4","","","TOLSYASUPI-EduMed","","","","","","","","","","","","Google Scholar","","","","C:\Users\wouterkok\Zotero\storage\BQBRFTZ6\Syahidi et al. - 2019 - TOLSYASUPI-EduMed Development of Educational Medi.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"35KGL2XS","journalArticle","2020","Shmueli, Galit",""" Improving"" prediction of human behavior using behavior modification","arXiv preprint arXiv:2008.12138","","","","","","2020","2021-01-19 09:21:09","2021-01-19 09:21:09","","","","","","","","","","","","","","","","","","","","Google Scholar","","","","C:\Users\wouterkok\Zotero\storage\2L3HQQMI\Shmueli - 2020 -  Improving prediction of human behavior using be.pdf; C:\Users\wouterkok\Zotero\storage\QXBXGT52\2008.html","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3ZUSPNK7","conferencePaper","2020","Diamantopoulos, Nikos; Wong, Jeffrey; Mattos, David Issa; Gerostathopoulos, Ilias; Wardrop, Matthew; Mao, Tobias; McFarland, Colin","Engineering for a science-centric experimentation platform","Proceedings of the ACM/IEEE 42nd International Conference on Software Engineering: Software Engineering in Practice","","","","","","2020","2021-01-19 09:21:09","2021-01-19 09:21:09","","191–200","","","","","","","","","","","","","","","","","","Google Scholar","","","","C:\Users\wouterkok\Zotero\storage\KEM2XP2S\Diamantopoulos et al. - 2020 - Engineering for a science-centric experimentation .pdf; C:\Users\wouterkok\Zotero\storage\U2BM9BYX\3377813.html","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3FHNAMNQ","conferencePaper","2016","Raff, Paul; Jin, Ze","The difference-of-datasets framework: A statistical method to discover insight","2016 IEEE International Conference on Big Data (Big Data)","","","","","","2016","2021-01-19 09:21:09","2021-01-19 09:21:09","","1824–1831","","","","","","The difference-of-datasets framework","","","","","IEEE","","","","","","","Google Scholar","","","","C:\Users\wouterkok\Zotero\storage\NTKZZYAW\7840800.html","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"WC8DAJ5Y","journalArticle","2020","Hall, Todd A.; Hasan, Sharique","The Politics of Experimentation","Available at SSRN 3571296","","","","","","2020","2021-01-19 09:21:09","2021-01-19 09:21:09","","","","","","","","","","","","","","","","","","","","Google Scholar","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3CN2WHUL","journalArticle","2019","Murphy, Daniel","Increasing clicks through advanced targeting: Applying the third-party seal model to airline advertising","","","","","","","2019","2021-01-19 09:21:09","2021-01-19 09:21:09","","","","","","","","Increasing clicks through advanced targeting","","","","","","","","","","","","Google Scholar","","","","C:\Users\wouterkok\Zotero\storage\QNLUAD9Y\Murphy - 2019 - Increasing clicks through advanced targeting Appl.pdf; C:\Users\wouterkok\Zotero\storage\CQWVS5C6\93886.html","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"TXZHY4T5","journalArticle","2019","Gupta, Somit; Kohavi, Ronny; Tang, Diane; Xu, Ya; Andersen, Reid; Bakshy, Eytan; Cardin, Niall; Chandran, Sumita; Chen, Nanyu; Coey, Dominic","Top challenges from the first practical online controlled experiments summit","ACM SIGKDD Explorations Newsletter","","","","","","2019","2021-01-19 09:21:09","2021-01-19 09:21:09","","20–35","","1","21","","","","","","","","","","","","","","","Google Scholar","","Publisher: ACM New York, NY, USA","","C:\Users\wouterkok\Zotero\storage\SIMVDEA2\3331651.html; C:\Users\wouterkok\Downloads\3331651.3331655.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"WP5BAH2N","journalArticle","2017","Kiseleva, Julia; de Rijke, Maarten","Evaluating personal assistants on mobile devices","arXiv preprint arXiv:1706.04524","","","","","","2017","2021-01-19 09:21:09","2021-01-19 09:21:09","","","","","","","","","","","","","","","","","","","","Google Scholar","","","","C:\Users\wouterkok\Zotero\storage\7ALYFGFS\Kiseleva and de Rijke - 2017 - Evaluating personal assistants on mobile devices.pdf; C:\Users\wouterkok\Zotero\storage\P9IF7NGQ\1706.html","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"72IPELDX","conferencePaper","2019","Agarwal, Aman; Wang, Xuanhui; Li, Cheng; Bendersky, Michael; Najork, Marc","Addressing trust bias for unbiased learning-to-rank","The World Wide Web Conference","","","","","","2019","2021-01-19 09:21:09","2021-01-19 09:21:09","","4–14","","","","","","","","","","","","","","","","","","Google Scholar","","","","C:\Users\wouterkok\Zotero\storage\2U3S4CH9\Agarwal et al. - 2019 - Addressing trust bias for unbiased learning-to-ran.pdf; C:\Users\wouterkok\Zotero\storage\CLWVEWJ8\3308558.html","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"384T63VF","journalArticle","2018","Savi, Alexander O.; Ruijs, Nienke M.; Maris, Gunter K. J.; van der Maas, Han L. J.","Delaying access to a problem-skipping option increases effortful practice: Application of an A/B test in large-scale online learning","Computers & Education","","0360-1315","10.1016/j.compedu.2017.12.008","http://www.sciencedirect.com/science/article/pii/S0360131517302737","We report on an online double-blind randomized controlled field experiment (A/B test) in Math Garden, a computer adaptive practice system with over 150,000 active primary school children. The experiment was designed to eliminate an unforeseen opportunity to practice with minimal effort. Some children tend to skip problems that require deliberate effort, and only attempt problems that they can spontaneously answer. The intervention delayed the option to skip a problem, thereby promoting effortful practice. The results reveal an increase in the exerted effort, without being at the expense of engagement. Whether the additional effort positively affected the children's learning gains could not be concluded. Finally, in addition to these substantial results, the experiment demonstrates some of the advantages of A/B tests, such as the unique opportunity to apply truly blind randomized field experiments in educational science.","2018-04-01","2021-01-21 08:29:38","2021-01-21 08:33:28","2021-01-21 08:29:37","84-94","","","119","","Computers & Education","Delaying access to a problem-skipping option increases effortful practice","","","","","","","en","","","","","ScienceDirect","","","","C:\Users\wouterkok\Zotero\storage\M9YNJIKN\S0360131517302737.html; C:\Users\wouterkok\Zotero\storage\6TDFCSKH\Savi et al. - 2018 - Delaying access to a problem-skipping option incre.pdf","","","Elementary education; Evaluation methodologies; Evaluation of CAL systems; Interactive learning environments; Teaching/learning strategies","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"DR9UXEFI","journalArticle","2020","Lwakatare, Lucy Ellen; Raj, Aiswarya; Crnkovic, Ivica; Bosch, Jan; Olsson, Helena Holmström","Large-scale machine learning systems in real-world industrial settings: A review of challenges and solutions","Information and Software Technology","","0950-5849","10.1016/j.infsof.2020.106368","http://www.sciencedirect.com/science/article/pii/S0950584920301373","Background: Developing and maintaining large scale machine learning (ML) based software systems in an industrial setting is challenging. There are no well-established development guidelines, but the literature contains reports on how companies develop and maintain deployed ML-based software systems. Objective: This study aims to survey the literature related to development and maintenance of large scale ML-based systems in industrial settings in order to provide a synthesis of the challenges that practitioners face. In addition, we identify solutions used to address some of these challenges. Method: A systematic literature review was conducted and we identified 72 papers related to development and maintenance of large scale ML-based software systems in industrial settings. The selected articles were qualitatively analyzed by extracting challenges and solutions. The challenges and solutions were thematically synthesized into four quality attributes: adaptability, scalability, safety and privacy. The analysis was done in relation to ML workflow, i.e. data acquisition, training, evaluation, and deployment. Results: We identified a total of 23 challenges and 8 solutions related to development and maintenance of large scale ML-based software systems in industrial settings including six different domains. Challenges were most often reported in relation to adaptability and scalability. Safety and privacy challenges had the least reported solutions. Conclusion: The development and maintenance on large-scale ML-based systems in industrial settings introduce new challenges specific for ML, and for the known challenges characteristic for these types of systems, require new methods in overcoming the challenges. The identified challenges highlight important concerns in ML system development practice and the lack of solutions point to directions for future research.","2020-11-01","2021-01-21 08:29:38","2021-01-21 08:29:38","2021-01-21 08:29:37","106368","","","127","","Information and Software Technology","Large-scale machine learning systems in real-world industrial settings","","","","","","","en","","","","","ScienceDirect","","","","C:\Users\wouterkok\Zotero\storage\T3G486K7\S0950584920301373.html","","","Challenges; Industrial settings; Machine learning systems; SLR; Software engineering; Solutions","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"F5P46H4C","journalArticle","2019","van Capelleveen, Guido; Amrit, Chintan; Yazan, Devrim Murat; Zijm, Henk","The recommender canvas: A model for developing and documenting recommender system design","Expert Systems with Applications","","0957-4174","10.1016/j.eswa.2019.04.001","http://www.sciencedirect.com/science/article/pii/S0957417419302313","The task of designing a recommender system is a complex process. Because of the many technological advancements that may be included in a recommender system, engineers are faced with a fast growing number of design related decisions to be taken. Unfortunately, there is no general approach yet for decision makers that can act as a framework guiding the design of a recommender system. The rich collection of literature on recommender systems, though, offers a great source to identify the key areas where these decisions need to be taken. In this paper, we survey existing literature with the aim of building a recommender system model inspired by Osterwalder’s canvas theory. The result of our semi-structured synthesis is a novel design approach in the form of a canvas for designing recommender systems. This work provides a better understanding and can serve as a guide for decision making in recommender system design.","2019-09-01","2021-01-21 08:29:38","2021-01-21 08:33:28","2021-01-21 08:29:37","97-117","","","129","","Expert Systems with Applications","The recommender canvas","","","","","","","en","","","","","ScienceDirect","","","","C:\Users\wouterkok\Zotero\storage\J9AQZGJE\S0957417419302313.html; C:\Users\wouterkok\Zotero\storage\GND7J6SE\van Capelleveen et al. - 2019 - The recommender canvas A model for developing and.pdf","","","Design decisions; Recommender canvas; Recommender system; Requirement specification","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SZWLIVQH","journalArticle","2020","Teubner, Timm; Graul, Antje","Only one room left! How scarcity cues affect booking intentions on hospitality platforms","Electronic Commerce Research and Applications","","1567-4223","10.1016/j.elerap.2019.100910","http://www.sciencedirect.com/science/article/pii/S1567422319300870","Communication of scarcity has emerged as a fundamental marketing principle in electronic commerce and for hospitality platforms in particular. We investigate the effect of scarcity cues on consumer behavior. First, we explore actual market data from Airbnb and Booking.com, and find that scarcity cues are used differently by hotel versus peer-based hospitality platforms. Second, we conduct an online experiment on consumer perceptions of scarcity. Specifically, we find support for two distinct effect paths, along which scarcity perceptions lead to increased booking intentions through urgency (the get-it-before-it’s-gone effect) and value (the must-be-good effect). We discuss practical implications of our results as well as the potential for the misuse of scarcity claims for unfair competition.","2020-01-01","2021-01-21 08:29:38","2021-01-21 08:33:28","2021-01-21 08:29:37","100910","","","39","","Electronic Commerce Research and Applications","","","","","","","","en","","","","","ScienceDirect","","","","C:\Users\wouterkok\Zotero\storage\92G3G37U\S1567422319300870.html","","","Consumer behavior; Marketing research; Platform economy; Scarcity cues; Urgency","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"V26SS29X","journalArticle","2021","Zhao, Mingjun; Yan, Shengli; Liu, Bang; Zhong, Xinwang; Hao, Qian; Chen, Haolan; Niu, Di; Long, Bowei; Guo, Weidong","QBSUM: A large-scale query-based document summarization dataset from real-world applications","Computer Speech & Language","","0885-2308","10.1016/j.csl.2020.101166","http://www.sciencedirect.com/science/article/pii/S0885230820300991","Query-based document summarization aims to extract or generate a summary of a document which directly answers or is relevant to the search query. It is an important technique that can be beneficial to a variety of applications such as search engines, document-level machine reading comprehension, and chatbots. Currently, datasets designed for query-based summarization are short in numbers and existing datasets are also limited in both scale and quality. Moreover, to the best of our knowledge, there is no publicly available dataset for Chinese query-based document summarization. In this paper, we present QBSUM, a high-quality large-scale dataset consisting of 49,000+ data samples for the task of Chinese query-based document summarization. We also propose multiple unsupervised and supervised solutions to the task and demonstrate their high-speed inference and superior performance via both offline experiments and online A/B tests. The QBSUM dataset is released in order to facilitate future advancement of this research field.","2021-03-01","2021-01-21 08:29:38","2021-01-21 08:33:28","2021-01-21 08:29:37","101166","","","66","","Computer Speech & Language","QBSUM","","","","","","","en","","","","","ScienceDirect","","","","C:\Users\wouterkok\Zotero\storage\V7RV3F3U\S0885230820300991.html; C:\Users\wouterkok\Zotero\storage\F7QW4KZG\Zhao et al. - 2021 - QBSUM A large-scale query-based document summariz.pdf","","","Information retrieval; Natural language generation; Query-based summarization","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"252DT8LK","journalArticle","2020","Roethke, Konstantin; Klumpe, Johannes; Adam, Martin; Benlian, Alexander","Social influence tactics in e-commerce onboarding: The role of social proof and reciprocity in affecting user registrations","Decision Support Systems","","0167-9236","10.1016/j.dss.2020.113268","http://www.sciencedirect.com/science/article/pii/S0167923620300233","Given the increasing competition to attract new customers, e-commerce providers (i.e., e-tailers) are being urged to optimize their website onboarding journeys. Design mechanisms employing social influence tactics seem to be promising avenues to effectively improve user onboarding experiences. Specifically, two social influence tactics—namely, reciprocity and social proof—are widely used in practice to reliably enhance user registrations. Yet, researchers have only tentatively examined how these combined tactics affect user onboarding behavior. While combining both tactics may hold synergistic potential, it may also be counterproductive, as too much social influence may backfire. We address this research gap by investigating the distinct and joint effects of reciprocity and social proof on user registration behavior. Drawing on two forms of reciprocity (i.e., utility- and monetary-based reciprocity), we conduct an online experiment (N = 249) and a related randomized field experiment (N = 475,495) to compare both reciprocity variants in combination with social proof and investigate their efficacy for actual user onboarding decisions (i.e., user registrations). Our results show that both social influence tactics and both reciprocity variants have positive effects on users' registration behavior if applied individually. However, when both tactics are employed together, the effect of reciprocity is moderated by social proof such that social proof nullifies the effect of monetary-based reciprocity whereas it amplifies the effect of utility-based reciprocity. Our study thereby contributes to a more advanced understanding of the interactive relationship between reciprocity and social proof and their joint effect on user onboarding decisions.","2020-04-01","2021-01-21 08:29:38","2021-01-21 08:29:38","2021-01-21 08:29:37","113268","","","131","","Decision Support Systems","Social influence tactics in e-commerce onboarding","","","","","","","en","","","","","ScienceDirect","","","","C:\Users\wouterkok\Zotero\storage\77N7JWMV\S0167923620300233.html","","","E-commerce; Reciprocity; Social influence; Social proof; User onboarding; User registration","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"VDRVYDM8","journalArticle","2020","Orazi, Davide C.; Johnston, Allen C.","Running field experiments using Facebook split test","Journal of Business Research","","0148-2963","10.1016/j.jbusres.2020.06.053","http://www.sciencedirect.com/science/article/pii/S014829632030429X","Business researchers use experimental methods extensively due to their high internal validity. However, controlled laboratory and crowdsourcing settings often introduce issues of artificiality, data contamination, and low managerial relevance of the dependent variables. Field experiments can overcome these issues but are traditionally time- and resource-consuming. This primer presents an alternative experimental setting to conduct online field experiments in a time- and cost-effective way. It does so by introducing the Facebook A/B split test functionality, which allows for random assignment of manipulated variables embedded in ecologically-valid stimuli. We compare and contrast this method against laboratory settings and Amazon Mechanical Turk in terms of design flexibility, managerial relevance, data quality control, and sample representativeness. We then provide an empirical demonstration of how to set up, pre-test, run, and analyze FBST experiments.","2020-09-01","2021-01-21 08:29:38","2021-01-21 08:29:38","2021-01-21 08:29:37","189-198","","","118","","Journal of Business Research","","","","","","","","en","","","","","ScienceDirect","","","","C:\Users\wouterkok\Zotero\storage\ILNREKVE\S014829632030429X.html; C:\Users\wouterkok\Zotero\storage\TK26R4X5\Orazi and Johnston - 2020 - Running field experiments using Facebook split tes.pdf","","","Ecological validity; Experimental research; Facebook; Field study; Online advertising; Split testing","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
